,STATION_ID,EXTERNAL_LOCATION_ID,UNIT,IMPORT_SOURCE,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR
450,C1A16C0D5611F6BFD4193A6A2817F5A7D56B11B3,C1A16C0D5611F6BFD4193A6A2817F5A7D56B11B3,millimetre,WHOS,B838A449A5FBC64CBB8A204A5CD614519EB0844A,24.0
451,1B4C1FCFC09654F9FFDB6243B95EA6B9EDDFDF29,1B4C1FCFC09654F9FFDB6243B95EA6B9EDDFDF29,millimetre,WHOS,3E4D685B1B2B4A439738E82360E8541EC66BE7F4,
486,FC32F54CF3037FF7D760F650486BBBA5652C001E,FC32F54CF3037FF7D760F650486BBBA5652C001E,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
506,534BC7FA07101AD8981FA7DC082A765FDEB46677,534BC7FA07101AD8981FA7DC082A765FDEB46677,millimetre,WHOS,7075721786F52D17847D1D6369D0F3E794795E5C,3.0
526,3F4A027C0F0CF3C8E1B598B23885AE597BF35CE3,3F4A027C0F0CF3C8E1B598B23885AE597BF35CE3,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
553,AA98127DDDC81E7E002F7784910302FBB7C66AAF,AA98127DDDC81E7E002F7784910302FBB7C66AAF,millimetre,WHOS,B838A449A5FBC64CBB8A204A5CD614519EB0844A,24.0
554,3A98B7DF4382AFD4F5A8C235D8EA154EA3CF9EBC,3A98B7DF4382AFD4F5A8C235D8EA154EA3CF9EBC,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
573,946C3DB8A7F87B517031FEAD3168D0D45CD68F59,946C3DB8A7F87B517031FEAD3168D0D45CD68F59,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
621,BA1419DD46929C4BA7264D4C39E9DA558E4C501B,BA1419DD46929C4BA7264D4C39E9DA558E4C501B,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
628,D12DF1D6F6C51AD39BD2AEAF9EFF1576C6221957,D12DF1D6F6C51AD39BD2AEAF9EFF1576C6221957,millimetre,WHOS,3E4D685B1B2B4A439738E82360E8541EC66BE7F4,
697,49F892EECE39631EFB8263B199C99188E3651536,49F892EECE39631EFB8263B199C99188E3651536,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
728,28D0D1A970A515AC2BF188933A625E4AD039BED9,28D0D1A970A515AC2BF188933A625E4AD039BED9,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
757,DCCCFA19BB8AB0CDF4681D3637984716A675A3E6,DCCCFA19BB8AB0CDF4681D3637984716A675A3E6,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
760,FB601EE3C6DB51CEA85F7AD7FCD21C13540CC2B8,FB601EE3C6DB51CEA85F7AD7FCD21C13540CC2B8,millimetre,WHOS,3E4D685B1B2B4A439738E82360E8541EC66BE7F4,
764,0D30E11AEE4C22D9800001464A117E01FE28A6C6,0D30E11AEE4C22D9800001464A117E01FE28A6C6,millimetre,WHOS,7075721786F52D17847D1D6369D0F3E794795E5C,3.0
766,FE6319A5C38D84B3B806F062F3A2919E551A2E8D,FE6319A5C38D84B3B806F062F3A2919E551A2E8D,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
767,7F4D62311FACB99A577D36CBFF64AACAA643EA63,7F4D62311FACB99A577D36CBFF64AACAA643EA63,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
769,2794BE355EC13044D8E955147CAB3731FB13917E,2794BE355EC13044D8E955147CAB3731FB13917E,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
793,035E1B41CF4C2A8871DF710831528E9BC25EE541,035E1B41CF4C2A8871DF710831528E9BC25EE541,millimetre,WHOS,D2DB8BC2930F82D1E5EFA6B529F0262EB0FFE994,
