,STATION_ID,EXTERNAL_LOCATION_ID,UNIT,IMPORT_SOURCE,EXTERNAL_PARAMETER_ID,TIMESTEP_HOUR
3,ADAF218ED7DD821E725E984A0B09674AF3DA77DF,ADAF218ED7DD821E725E984A0B09674AF3DA77DF,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
11,A50E08B84522C60899CD881E3B8C709E61FC034E,A50E08B84522C60899CD881E3B8C709E61FC034E,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
23,A5C7390E8F8BDE34959438EAC7B7D822FCFFA6A0,A5C7390E8F8BDE34959438EAC7B7D822FCFFA6A0,metre,WHOS,435723334E47400E56AAD9E883BC3314709A48D9,24.0
32,1E45E54A6B4BB132BD13859512C073294961F972,1E45E54A6B4BB132BD13859512C073294961F972,metre,WHOS,435723334E47400E56AAD9E883BC3314709A48D9,24.0
34,AE7F696422B611054CA2E046B692DDD06811A499,AE7F696422B611054CA2E046B692DDD06811A499,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
35,74550FF936BDD3DC26DD1FFDD8D9716576F237E3,74550FF936BDD3DC26DD1FFDD8D9716576F237E3,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
92,AE159033AB4F4551E32A191E5FE008913E930591,AE159033AB4F4551E32A191E5FE008913E930591,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
113,1CE79AF5E999271AFDD6245CF95813E3C45C2850,1CE79AF5E999271AFDD6245CF95813E3C45C2850,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
146,613AB5B670781E57A387EA9EB2094945A404FF80,613AB5B670781E57A387EA9EB2094945A404FF80,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
163,6A14D29B88DA7171E1AD9CCA0AC9ADFFBB946F12,6A14D29B88DA7171E1AD9CCA0AC9ADFFBB946F12,metre,WHOS,47BEF10439748057FFDEAC0E655B86E41E327C0B,744.0
172,56522E3913E257CCEC8F70B1CBD707C8B667D3E7,56522E3913E257CCEC8F70B1CBD707C8B667D3E7,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
197,43D3763D7B6DBBF3ADEBD6B1D5A5110A2B90A81B,43D3763D7B6DBBF3ADEBD6B1D5A5110A2B90A81B,centimetre,WHOS,80B052462E277E0F7D3002CA6C67E481CD953CDC,
201,D062FDFD68EFF9C8CA1DCAF4F08094A40F3EFD14,D062FDFD68EFF9C8CA1DCAF4F08094A40F3EFD14,metre,WHOS,47BEF10439748057FFDEAC0E655B86E41E327C0B,744.0
203,A69626DE1AEC939D787EBB02F4C280C1D1541BF2,A69626DE1AEC939D787EBB02F4C280C1D1541BF2,metre,WHOS,435723334E47400E56AAD9E883BC3314709A48D9,24.0
