STATION_ID,TOOLTIP,ORGANIZATION,STATION_NAME,LATITUDE,COUNTRY,STATION_SHORTNAME,ALTITUDE,LONGITUDE,SUBBASIN
05F59F8F9862A3FF860C1C86213A6B80501925B5,Paraná Miní,WHOS,Paraná Miní,-34.185121,Argentina,ParanáMiní,,-58.501874,
06010D76E704135B1424174A37205892A66CD155,PIRAPORA BARREIRO,WHOS,PIRAPORA BARREIRO,-17.3692,Brazil,PIRAPORABARR,,-44.9431,
061372682E74913BE463E3123748913A66C3B5CC,UHE CACHOEIRA DOURADA MONTANTE,WHOS,UHE CACHOEIRA DOURADA MONTANTE,-18.5097,Brazil,UHECACHOEIRA,,-49.2475,
0626A555E57FD2ACB6DEC1F65572464C6F63F17B,SAN ESTANISLAO - SGA,WHOS,SAN ESTANISLAO - SGA,-24.450000000000003,,SANESTANISLA,,-56.41667,
0627A0F3A97873D9469B3E0C3E81178489C79B9B,PCH CRISTALINO JUSANTE,WHOS,PCH CRISTALINO JUSANTE,-24.5736,Brazil,PCHCRISTALIN,,-51.5572,
0631B7B04F01E90D4B4EBCC982CCDF085789D708,Olivos,WHOS,Olivos,-34.506666,Argentina,Olivos,,-58.475863,
0661DAD08D78B2CF346EBFDF7466385B7372211A,UHE LUIZ CARLOS BARRETO DE CARVALHO RIO VERDE,WHOS,UHE LUIZ CARLOS BARRETO DE CARVALHO RIO VERDE,-21.7031,Brazil,UHELUIZCARLO,,-45.2481,
066485F601E8002E99757D9A607C446FD068B22D,CORUMBA,WHOS,CORUMBA,-18.99666666,Brazil,CORUMBA,,-57.63749999,
066F125ECC0500AE35ECE028F8CD219E28EC76C7,SAO PAULO - JARDIM SAO ROBERTO,WHOS,SAO PAULO - JARDIM SAO ROBERTO,-23.622,Brazil,SAOPAULO-JAR,,-46.501,
067185AD9C29857397067B70706985FDEF1167A6,MARIA DA FE,WHOS,MARIA DA FE,-22.314567,Brazil,MARIADAFE,,-45.373049,
0673A9C98415A37CBF76173F668FB7D6C15C7BB6,BOTUVERA - RIBEIRAO DO OURO,WHOS,BOTUVERA - RIBEIRAO DO OURO,-27.2034,Brazil,BOTUVERA-RIB,,-49.15148,
0676D5DAF99400A2DB983EB025CD01CEE2C1450D,CUBATAO - PARQUE FERNANDO JORGE,WHOS,CUBATAO - PARQUE FERNANDO JORGE,-23.88,Brazil,CUBATAO-PARQ,,-46.417,
06807A1422BC300E2A21FE62B94FCB41AFA2157C,PCH SÃO LUIZ BARRAMENTO,WHOS,PCH SÃO LUIZ BARRAMENTO,-26.9406,Brazil,PCHSÃOLUIZBA,,-51.9528,
0685A43E85A6C45346506383FC91D6A45FB86341,JUIZ DE FORA - AEROPORTO,WHOS,JUIZ DE FORA - AEROPORTO,-21.793,Brazil,JUIZDEFORA-A,,-43.384,
06868DE54080A40AF2597B7A25DFD520FA99EEF8,PCH PERY JUSANTE,WHOS,PCH PERY JUSANTE,-27.4528,Brazil,PCHPERYJUSAN,,-50.6714,
06881C26385793EB7DB39E3E13456E964C1D5359,Pasaje Talavera c/ Canal Irigoyen,WHOS,Pasaje Talavera c/ Canal Irigoyen,-33.923719,Argentina,PasajeTalave,,-58.965237,
068FE7D25A12EB476EAF3B09F99C2D5D215460C5,NOVA TRENTO - CENTRO2,WHOS,NOVA TRENTO - CENTRO2,-27.288,Brazil,NOVATRENTO-C,,-48.93,
06994790C0691868854CCC75CFB5774C38C9F834,CGH ILHÉUS MONTANTE 1,WHOS,CGH ILHÉUS MONTANTE 1,-21.2708,Brazil,CGHILHÉUSMON,,-43.8811,
