STATION_ID,STATION_NAME,STATION_SHORTNAME,TOOLTIP,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN,PARENT_ID
5876,Carabelas,Carabelas,station 5876: Carabelas,-34.05977,-58.835841,,Automatic,Argentina,INA,Rio Parana,AR_INA_5876
5893,Paraná - Rosario,ROSA,station 5893: Paraná - Rosario - property of RHN,-32.9513888888889,-60.6255555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_5893
5894,Riacho Victoria - Victoria,VICT,station 5894: Riacho Victoria - Victoria - property of RHN,-32.6316666666667,-60.1652777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_5894
5900,Paraná - Diamante,DIAM,station 5900: Paraná - Diamante - property of RHN,-32.0577777777778,-60.645,,Automatic,Argentina,INA,Rio Parana,AR_INA_5900
5901,Paraná - Túnel subfluvial,PARA,station 5901: Paraná - Túnel subfluvial - property of RHN,-31.72,-60.5175,,Automatic,Argentina,INA,Rio Parana,AR_INA_5901
5904,PN Ciervo de los Pantanos,PNCPAN,station 5904: PN Ciervo de los Pantanos - property of RHN,-34.2255555555556,-58.8988888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_5904
5905,Paraná - Villa Constitución,VCON,station 5905: Paraná - Villa Constitución - property of RHN,-33.2272222222222,-60.32,,Automatic,Argentina,INA,Rio Parana,AR_INA_5905
5907,Paraná Las Palmas - Zárate,ZARA,station 5907: Paraná Las Palmas - Zárate - property of RHN,-34.1019444444444,-59.0088888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_5907
6163,INTA Delta,intadelta,station 6163: INTA Delta - property of INA-INTA,-34.17675,-58.8643,,Automatic,ARGENTINA,INA,Rio Parana,AR_INA_6163
6263,Primero (Suquía) Camino Secund,Primero(Suqu,station 6263: Primero (Suquía) Camino Secund - property of RHN,-30.9641666666667,-62.9961111111111,,Automatic,Argentina,INA,,AR_INA_6263
6354,Paraná - La Paz,Paraná-LaPaz,station 6354: Paraná - La Paz - property of RHN,-30.7325,-59.6386111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6354
6356,Aº Malabrigo - RN Nº11,AºMalabrigo-,station 6356: Aº Malabrigo - RN Nº11 - property of RHN,-29.2788888888889,-59.7863888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6356
6357,Carcarañá - Cruz Alta,Carcarañá-Cr,station 6357: Carcarañá - Cruz Alta - property of RHN,-33.0063888888889,-61.7875,,Automatic,Argentina,INA,Rio Parana,AR_INA_6357
6359,Salado - Puente Carretero,Salado-Puent,station 6359: Salado - Puente Carretero - property of RHN,-34.6113888888889,-60.9572222222222,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_6359
6360,Saladillo - Dique Aforador,Saladillo-Di,station 6360: Saladillo - Dique Aforador - property of RHN,-32.9316666666667,-62.3322222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_6360
6361,Tercero - Piedras Moras,Tercero-Pied,station 6361: Tercero - Piedras Moras - property of RHN,-32.1694444444444,-64.2327777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_6361
6365,Mojotoro - Güemes,Mojotoro-Güe,station 6365: Mojotoro - Güemes - property of RHN,-24.7316666666667,-65.0288888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6365
6374,Dulce - Dique Los Quiroga,Dulce-DiqueL,station 6374: Dulce - Dique Los Quiroga - property of RHN,-27.6511111111111,-64.3616666666667,,Automatic,Argentina,INA,,AR_INA_6374
6380,Aº De las Chañaritas,AºDelasChaña,station 6380: Aº De las Chañaritas - property of RHN,-34.2797222222222,-59.5894444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_6380
6383,De Las Cañitas - La Tapa,DeLasCañitas,station 6383: De Las Cañitas - La Tapa - property of RHN,-32.855,-64.7672222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_6383
6389,Las Tapias - Las Tapias,LasTapias-La,station 6389: Las Tapias - Las Tapias - property of RHN,-32.8036111111111,-64.7763888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6389
6391,Laguna La Margarita,LagunaLaMarg,station 6391: Laguna La Margarita - property of RHN,-34.6533333333333,-63.7230555555556,,Automatic,Argentina,INA,,AR_INA_6391
6393,Aº Las Flores - Gral. Alvear,AºLasFlores-,station 6393: Aº Las Flores - Gral. Alvear - property of RHN,-35.9875,-60.0194444444444,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_6393
6395,Paraná - Vuelta de Obligado,Paraná-Vuelt,station 6395: Paraná - Vuelta de Obligado - property of RHN,-33.5941666666667,-59.8130555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_6395
6396,Cuarto - La Carlota LIM,Cuarto-LaCar,station 6396: Cuarto - La Carlota LIM - property of RHN,-33.4075,-63.2941666666667,,Automatic,Argentina,INA,Rio Parana,AR_INA_6396
6397,Aº Pergamino - Pergamino,AºPergamino-,station 6397: Aº Pergamino - Pergamino - property of RHN,-33.9041666666667,-60.5702777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_6397
6400,Paraná - Bella Vista,Paraná-Bella,station 6400: Paraná - Bella Vista - property of RHN,-28.5052777777778,-59.0497222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_6400
6401,Aº Del Medio - Motomel,AºDelMedio-M,station 6401: Aº Del Medio - Motomel - property of RHN,-33.3505555555556,-60.3230555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_6401
6405,Uruguay - Concep. del Uruguay,Uruguay-Conc,station 6405: Uruguay - Concep. del Uruguay - property of RHN,-32.4775,-58.2208333333333,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6405
6418,Arroyo Potrol - La Pampa,ArroyoPotrol,station 6418: Arroyo Potrol - La Pampa - property of RHN,-37.1438888888889,-67.0725,,Automatic,Argentina,INA,,AR_INA_6418
6421,Atuel - Paso de Loro,Atuel-Pasode,station 6421: Atuel - Paso de Loro - property of RHN,-35.6361111111111,-67.4261111111111,,Automatic,Argentina,INA,,AR_INA_6421
6422,Mocoretá - RN Nº 127,Mocoretá-RNN,station 6422: Mocoretá - RN Nº 127 - property of RHN,-30.1083333333333,-58.0588888888889,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6422
6423,Aº Del Doll - RN 11,AºDelDoll-RN,station 6423: Aº Del Doll - RN 11 - property of RHN,-32.3058333333333,-60.4261111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6423
6424,Cuarto - Tincunaco,Cuarto-Tincu,station 6424: Cuarto - Tincunaco - property of RHN,-32.9033333333333,-64.7161111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6424
6427,Aº De los Huesos - RN 226,AºDelosHueso,station 6427: Aº De los Huesos - RN 226 - property of RHN,-37.0811111111111,-59.5388888888889,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_6427
6428,Salado -A.Ab. Azud Cruz Bajada,Salado-A.Ab.,station 6428: Salado -A.Ab. Azud Cruz Bajada - property of RHN,-25.7166666666667,-63.8916666666667,,Automatic,Argentina,INA,Rio Parana,AR_INA_6428
6431,PN  - Copo  - El Aibal ,PN-Copo-ElAi,station 6431: PN  - Copo  - El Aibal  - property of RHN,-25.9227777777778,-61.7138888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6431
6432,Negro - Laguna Blanca,Negro-Laguna,station 6432: Negro - Laguna Blanca - property of RHN,-27.2633333333333,-59.1961111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6432
6435,Piray Guazú - R. Nac. 12 Vieja,PirayGuazú-R,station 6435: Piray Guazú - R. Nac. 12 Vieja - property of RHN,-26.4858333333333,-54.5883333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_6435
6436,Iruya - Colanzulí,Iruya-Colanz,station 6436: Iruya - Colanzulí - property of RHN,-22.8716666666667,-65.2144444444445,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6436
6439,Piray Mini - Valle Hermoso,PirayMini-Va,station 6439: Piray Mini - Valle Hermoso - property of RHN,-26.355,-54.4983333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_6439
6441,Quinto - Dique Villa Mercedes,Quinto-Dique,station 6441: Quinto - Dique Villa Mercedes - property of RHN,-33.6538888888889,-65.5336111111111,,Automatic,Argentina,INA,,AR_INA_6441
6444,Trapiche - Hosteria El Trapich,Trapiche-Hos,station 6444: Trapiche - Hosteria El Trapich - property of RHN,-33.1058333333333,-66.0633333333333,,Automatic,Argentina,INA,,AR_INA_6444
6445,Quinto - Justo Daract,Quinto-Justo,station 6445: Quinto - Justo Daract - property of RHN,-33.9186111111111,-65.1516666666667,,Automatic,Argentina,INA,,AR_INA_6445
6446,De Las Barrancas-A.Corral RP23,DeLasBarranc,station 6446: De Las Barrancas-A.Corral RP23 - property of RHN,-32.6894444444444,-64.7202777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_6446
6447,Dulce - La Escuela - Río Hondo,Dulce-LaEscu,station 6447: Dulce - La Escuela - Río Hondo - property of RHN,-27.5033333333333,-64.8558333333333,,Automatic,Argentina,INA,,AR_INA_6447
6449,Paraguay - Isla del Cerrito,Paraguay-Isl,station 6449: Paraguay - Isla del Cerrito - property of RHN,-27.2891666666667,-58.61,,Automatic,Argentina,INA,Rio Parana,AR_INA_6449
6454,Negro-Obra de Ctrl. Agua Abajo,Negro-Obrade,station 6454: Negro-Obra de Ctrl. Agua Abajo - property of RHN,-27.4563888888889,-58.8988888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6454
6456,Dulce - Villa San Martín,Dulce-VillaS,station 6456: Dulce - Villa San Martín - property of RHN,-28.3291666666667,-64.0066666666667,,Automatic,Argentina,INA,,AR_INA_6456
6457,Embalse Cruz Bajada,EmbalseCruzB,station 6457: Embalse Cruz Bajada - property of RHN,-25.7158333333333,-63.8916666666667,,Automatic,Argentina,INA,Rio Parana,AR_INA_6457
6458,Paraná - Puerto Libertad,Paraná-Puert,station 6458: Paraná - Puerto Libertad - property of RHN,-25.9166666666667,-54.6205555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_6458
6459,Canal de Dios - Cruz Bajada,CanaldeDios-,station 6459: Canal de Dios - Cruz Bajada - property of RHN,-25.7163888888889,-63.8905555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_6459
6461,Aº Las Garzas - RN Nº 11,AºLasGarzas-,station 6461: Aº Las Garzas - RN Nº 11 - property of RHN,-28.7766666666667,-59.4738888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6461
6463,Ledesma -Fraile Pintado-RN 34 ,Ledesma-Frai,station 6463: Ledesma -Fraile Pintado-RN 34  - property of RHN,-23.9094444444444,-64.8080555555556,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6463
6464,San Pedro - Ledesma - RN 34,SanPedro-Led,station 6464: San Pedro - Ledesma - RN 34 - property of RHN,-24.2644444444444,-64.8986111111111,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6464
6469,Vipos - Toma Obras Sanitarias,Vipos-TomaOb,station 6469: Vipos - Toma Obras Sanitarias - property of RHN,-26.4775,-65.3163888888889,,Automatic,Argentina,INA,,AR_INA_6469
6479,El Tala - El Brete,ElTala-ElBre,station 6479: El Tala - El Brete - property of RHN,-26.0658333333333,-65.3411111111111,,Automatic,Argentina,INA,,AR_INA_6479
6480,Canal - Jume Esquina,Canal-JumeEs,station 6480: Canal - Jume Esquina - property of RHN,-27.6966666666667,-63.9333333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_6480
6481,Grande - Ruta Provincia Nº 9,Grande-RutaP,station 6481: Grande - Ruta Provincia Nº 9 - property of RHN,-32.9019444444444,-66.1055555555556,,Automatic,Argentina,INA,,AR_INA_6481
6483,Desaguadero - Salto de la Tosc,Desaguadero-,station 6483: Desaguadero - Salto de la Tosc - property of RHN,-34.0869444444444,-66.71,,Automatic,Argentina,INA,,AR_INA_6483
6498,Urueña -7 de Abril - RN34,Urueña-7deAb,station 6498: Urueña -7 de Abril - RN34 - property of RHN,-26.2188888888889,-64.5119444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_6498
6504,Seco - RN Nº 157,Seco-RNNº157,station 6504: Seco - RN Nº 157 - property of RHN,-27.3361111111111,-65.3175,,Automatic,Argentina,INA,,AR_INA_6504
6505,Chico - RN Nº157 Monteagudo,Chico-RNNº15,station 6505: Chico - RN Nº157 Monteagudo - property of RHN,-27.5211111111111,-65.2663888888889,,Automatic,Argentina,INA,,AR_INA_6505
6506,Salí - Alta Gracia,Salí-AltaGra,station 6506: Salí - Alta Gracia - property of RHN,-26.7191666666667,-65.1619444444444,,Automatic,Argentina,INA,,AR_INA_6506
6508,Paraná - Puerto Rico,Paraná-Puert,station 6508: Paraná - Puerto Rico - property of RHN,-26.7916666666667,-55.025,,Automatic,Argentina,INA,Rio Parana,AR_INA_6508
6511,Paraguay - Las Palmas,Paraguay-Las,station 6511: Paraguay - Las Palmas - property of RHN,-27.1180555555556,-58.6427777777778,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6511
6512,INA - Ezeiza,null,station 6512: INA - Ezeiza - property of RHN,-34.7972222222222,-58.5202777777778,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_6512
6518,Atuel - La Puntilla,Atuel-LaPunt,station 6518: Atuel - La Puntilla - property of RHN,-36.2413888888889,-67.1866666666667,,Automatic,Argentina,INA,,AR_INA_6518
6523,Laguna El Uncal - AM20,LagunaElUnca,station 6523: Laguna El Uncal - AM20 - property of RHN,-36.6852777777778,-67.1,,Automatic,Argentina,INA,,AR_INA_6523
6526,Jesus Maria - MET,JesusMaria-M,station 6526: Jesus Maria - MET - property of RHN,-30.9769444444444,-64.1394444444445,,Automatic,Argentina,INA,,AR_INA_6526
6527,General Acha - La Pampa,GeneralAcha-,station 6527: General Acha - La Pampa - property of RHN,-37.3647222222222,-64.5919444444444,,Automatic,Argentina,INA,,AR_INA_6527
6528,Desaguadero - El Encón,Desaguadero-,station 6528: Desaguadero - El Encón - property of RHN,-32.2247222222222,-67.8069444444444,,Automatic,Argentina,INA,,AR_INA_6528
6536,Iruya - Poscaya,Iruya-Poscay,station 6536: Iruya - Poscaya - property of RHN,-22.4547222222222,-65.0805555555555,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6536
6537,Iruya - San Antonio,Iruya-SanAnt,station 6537: Iruya - San Antonio - property of RHN,-22.8258333333333,-64.9708333333333,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6537
6538,Iruya - Las Higueras,Iruya-LasHig,station 6538: Iruya - Las Higueras - property of RHN,-22.7541666666667,-65.0972222222222,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6538
6540,Salado - Icaño,Salado-Icaño,station 6540: Salado - Icaño - property of RHN,-28.6152777777778,-62.7786111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6540
6541,Guanasacate - Col. San Jorge,Guanasacate-,station 6541: Guanasacate - Col. San Jorge - property of RHN,-30.8797222222222,-64.3483333333333,,Automatic,Argentina,INA,,AR_INA_6541
6542,Puesto Cam. San Jaime - RN127,PuestoCam.Sa,station 6542: Puesto Cam. San Jaime - RN127 - property of RHN,-30.2827777777778,-58.2511111111111,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6542
6544,Areco - Carmen de Areco,Areco-Carmen,station 6544: Areco - Carmen de Areco - property of RHN,-34.3519444444444,-59.8169444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_6544
6546,Las Lomitas,LasLomitas,station 6546: Las Lomitas - property of RHN,-24.7119444444444,-60.5827777777778,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6546
6548,Bermejo - Aguas Blancas LIM,Bermejo-Agua,station 6548: Bermejo - Aguas Blancas LIM - property of RHN,-22.7263888888889,-64.3691666666667,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6548
6549,Juramento - El Tunal,Juramento-El,station 6549: Juramento - El Tunal - property of RHN,-25.2497222222222,-64.3902777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_6549
6551,Uruguay - Monte Caseros,Uruguay-Mont,station 6551: Uruguay - Monte Caseros - property of RHN,-30.2516666666667,-57.6216666666667,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6551
6553,Bañado La Estrella - RP Nº28,BañadoLaEstr,station 6553: Bañado La Estrella - RP Nº28 - property of RHN,-24.4086111111111,-60.3341666666667,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6553
6555,Santa Maria - Pie de Medano,SantaMaria-P,station 6555: Santa Maria - Pie de Medano - property of RHN,-26.9955555555556,-66.2175,,Automatic,Argentina,INA,Rio Parana,AR_INA_6555
6567,CIRHBAS - MET EL GUANAGAN RP13,CIRHBAS-METE,station 6567: CIRHBAS - MET EL GUANAGAN RP13 - property of RHN,-28.7297222222222,-60.9019444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_6567
6575,Chimiray - Colonia Liebig,Chimiray-Col,station 6575: Chimiray - Colonia Liebig - property of RHN,-27.9122222222222,-55.8177777777778,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6575
6576,Laguna Yema,LagunaYema,station 6576: Laguna Yema - property of RHN,-24.2563888888889,-61.2419444444444,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6576
6577,Las Conchas - Coropampa,LasConchas-C,station 6577: Las Conchas - Coropampa - property of RHN,-25.5091666666667,-65.5238888888889,,Automatic,Argentina,INA,Rio Parana,AR_INA_6577
6578,Uruguay - El Soberbio,Uruguay-ElSo,station 6578: Uruguay - El Soberbio - property of RHN,-27.2922222222222,-54.1955555555556,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6578
6586,Metán - Desembocadura,Metán-Desemb,station 6586: Metán - Desembocadura - property of RHN,-25.3933333333333,-64.5922222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_6586
6587,Uruguay - Santo Tomé,Uruguay-Sant,station 6587: Uruguay - Santo Tomé - property of RHN,-28.545,-56.0288888888889,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6587
6592,A° Saltito - El Saltito,A°Saltito-El,station 6592: A° Saltito - El Saltito - property of RHN,-27.4405555555556,-54.5766666666667,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6592
6595,Lag. La Picasa-Inter. Can. A22,Lag.LaPicasa,station 6595: Lag. La Picasa-Inter. Can. A22 - property of RHN,-34.4494444444444,-62.4133333333333,,Automatic,Argentina,INA,,AR_INA_6595
6597,Arenales - El Encon,Arenales-ElE,station 6597: Arenales - El Encon - property of RHN,-24.8422222222222,-65.5933333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_6597
6599,Aº Los Amores - Escuela 1256,AºLosAmores-,station 6599: Aº Los Amores - Escuela 1256 - property of RHN,-28.2275,-59.7155555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_6599
6602,Iruya - El Molino,Iruya-ElMoli,station 6602: Iruya - El Molino - property of RHN,-22.5988888888889,-65.1502777777778,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6602
6603,Pavas - Las Mesadas,Pavas-LasMes,station 6603: Pavas - Las Mesadas - property of RHN,-27.2141666666667,-65.9288888888889,,Automatic,Argentina,INA,,AR_INA_6603
6604,Areco - Puente Quemado,Areco-Puente,station 6604: Areco - Puente Quemado - property of RHN,-34.2880555555556,-59.7027777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_6604
6616,Dique Belén - Aguas Abajo,DiqueBelén-A,station 6616: Dique Belén - Aguas Abajo - property of RHN,-27.6155555555556,-67.0163888888889,,Automatic,Argentina,INA,,AR_INA_6616
6618,Yabebiry - Colonia Martires,Yabebiry-Col,station 6618: Yabebiry - Colonia Martires - property of RHN,-27.4011111111111,-55.335,,Automatic,Argentina,INA,Rio Parana,AR_INA_6618
6622,Quinto - R.N. 35,Quinto-R.N.3,station 6622: Quinto - R.N. 35 - property of RHN,-34.2163888888889,-64.3861111111111,,Automatic,Argentina,INA,,AR_INA_6622
6623,Quinto - Canal Devoto RP 4,Quinto-Canal,station 6623: Quinto - Canal Devoto RP 4 - property of RHN,-33.9330555555556,-63.4491666666667,,Automatic,Argentina,INA,Rio Parana,AR_INA_6623
6624,Aº El Aji - RN Nº35 y RN Nº7,AºElAji-RNNº,station 6624: Aº El Aji - RN Nº35 y RN Nº7 - property of RHN,-33.9311111111111,-64.3963888888889,,Automatic,Argentina,INA,,AR_INA_6624
6626,Guayquiraró - RN 12 - A°Curupí,Guayquiraró-,station 6626: Guayquiraró - RN 12 - A°Curupí - property of RHN,-30.3511111111111,-59.5147222222222,,Automatic,Argentina,INA,Rio Parana,AR_INA_6626
6627,Compuerta Alternativa Norte AD,CompuertaAlt,station 6627: Compuerta Alternativa Norte AD - property of RHN,-34.2419444444444,-62.1211111111111,,Automatic,Argentina,INA,,AR_INA_6627
6628,Colorado - Villa de Mazán,Colorado-Vil,station 6628: Colorado - Villa de Mazán - property of RHN,-28.6491666666667,-66.5491666666667,,Automatic,Argentina,INA,,AR_INA_6628
6631,Dique Sotomayor - Aguas abajo,DiqueSotomay,station 6631: Dique Sotomayor - Aguas abajo - property of RHN,-28.5911111111111,-65.2877777777778,,Automatic,Argentina,INA,,AR_INA_6631
6633,Salado - RN Nº 11,Salado-RNNº1,station 6633: Salado - RN Nº 11 - property of RHN,-27.5413888888889,-59.1308333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_6633
6638,Dique Belén - Embalse,DiqueBelén-E,station 6638: Dique Belén - Embalse - property of RHN,-27.615,-67.0163888888889,,Automatic,Argentina,INA,,AR_INA_6638
6645,Esc. Prov. 355 - Piedra Larga,Esc.Prov.355,station 6645: Esc. Prov. 355 - Piedra Larga - property of RHN,-27.6022222222222,-67.1977777777778,,Automatic,Argentina,INA,,AR_INA_6645
6650,Salí - RP Nº323,Salí-RPNº323,station 6650: Salí - RP Nº323 - property of RHN,-27.1333333333333,-65.3155555555555,,Automatic,Argentina,INA,,AR_INA_6650
6651,Dulce - Tuhama,Dulce-Tuhama,station 6651: Dulce - Tuhama - property of RHN,-28.0144444444444,-64.0980555555555,,Automatic,Argentina,INA,,AR_INA_6651
6652,Lipeo - Puente Colgante,Lipeo-Puente,station 6652: Lipeo - Puente Colgante - property of RHN,-22.4311111111111,-64.7372222222222,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6652
6655,Aº Azul - Seminario Diocesano,AºAzul-Semin,station 6655: Aº Azul - Seminario Diocesano - property of RHN,-36.8311111111111,-59.8938888888889,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_6655
6658,Paraguay - Puerto Dalmacia,Paraguay-Pue,station 6658: Paraguay - Puerto Dalmacia - property of RHN,-25.875,-57.8730555555556,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6658
6659,Riacho Salado - Tatané - RN 11,RiachoSalado,station 6659: Riacho Salado - Tatané - RN 11 - property of RHN,-26.4077777777778,-58.3591666666667,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6659
6660,Pilcomayo - Villa Gral. Güemes,Pilcomayo-Vi,station 6660: Pilcomayo - Villa Gral. Güemes - property of RHN,-24.7469444444444,-59.4997222222222,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6660
6661,Abaucán - Limite con La Rioja,Abaucán-Limi,station 6661: Abaucán - Limite con La Rioja - property of RHN,-28.2613888888889,-67.0208333333333,,Automatic,Argentina,INA,,AR_INA_6661
6664,Aº Mocoretá - RN Nº 14,AºMocoretá-R,station 6664: Aº Mocoretá - RN Nº 14 - property of RHN,-30.6275,-57.9827777777778,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6664
6665,San Antonio - San Antonio,SanAntonio-S,station 6665: San Antonio - San Antonio - property of RHN,-26.0566666666667,-53.7311111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6665
6669,San Javier - Cayastá,SanJavier-Ca,station 6669: San Javier - Cayastá - property of RHN,-31.1933333333333,-60.1530555555556,,Automatic,Argentina,INA,Rio Parana,AR_INA_6669
6676,PN Trinidad - Condorito ,PNTrinidad-C,station 6676: PN Trinidad - Condorito  - property of RHN,-31.6911111111111,-64.8527777777778,,Automatic,Argentina,INA,,AR_INA_6676
6678,Bermejo - Alarache,Bermejo-Alar,station 6678: Bermejo - Alarache - property of RHN,-22.1902777777778,-64.6527777777778,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6678
6681,Rio Hondo - HID - Sitio 2,RioHondo-HID,station 6681: Rio Hondo - HID - Sitio 2 - property of RHN,-27.6669444444444,-67.1658333333333,,Automatic,Argentina,INA,,AR_INA_6681
6684,Piedra Larga - HID - Sitio 1,PiedraLarga-,station 6684: Piedra Larga - HID - Sitio 1 - property of RHN,-27.6125,-67.1947222222222,,Automatic,Argentina,INA,,AR_INA_6684
6685,Sis. Setúbal-Sta. Fé-La Guard.,Sis.Setúbal-,station 6685: Sis. Setúbal-Sta. Fé-La Guard. - property of RHN,-31.6302777777778,-60.6777777777778,,Automatic,Argentina,INA,Rio Parana,AR_INA_6685
6698,Salado RP Nº 51 - Achupallas,SaladoRPNº51,station 6698: Salado RP Nº 51 - Achupallas - property of RHN,-35.0880555555556,-60.1088888888889,,Automatic,Argentina,INA,Rio de la Plata,AR_INA_6698
6701,Santa Rosa - Meteorológica,SantaRosa-Me,station 6701: Santa Rosa - Meteorológica - property of RHN,-36.6213888888889,-64.3219444444444,,Automatic,Argentina,INA,,AR_INA_6701
6702,Cuarto - La Carlota,Cuarto-LaCar,station 6702: Cuarto - La Carlota - property of RHN,-33.4155555555556,-63.3086111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6702
6707,Juramento - El Quebrachal,Juramento-El,station 6707: Juramento - El Quebrachal - property of RHN,-25.3441666666667,-64.0461111111111,,Automatic,Argentina,INA,Rio Parana,AR_INA_6707
6708,Salto Chico - Concordia,SaltoChico-C,station 6708: Salto Chico - Concordia - property of RHN,-31.3147222222222,-57.9902777777778,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6708
6709,Esc. Mariano Moreno Nº232,Esc.MarianoM,station 6709: Esc. Mariano Moreno Nº232 - property of RHN,-23.8619444444444,-65.0913888888889,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6709
6711,PN - Calilegua - La Mesada,PN-Calilegua,station 6711: PN - Calilegua - La Mesada - property of RHN,-23.8663888888889,-64.8669444444444,,Automatic,Argentina,INA,Rio Paraguay,AR_INA_6711
6713,Salto Chico - Gualeguaychú,SaltoChico-G,station 6713: Salto Chico - Gualeguaychú - property of RHN,-32.9841666666667,-58.3491666666667,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6713
6714,San José del Boquerón,SanJosédelBo,station 6714: San José del Boquerón - property of RHN,-26.1144444444444,-63.7044444444444,,Automatic,Argentina,INA,Rio Parana,AR_INA_6714
6730,Coronda - Puerto Gaboto,Coronda-Puer,station 6730: Coronda - Puerto Gaboto - property of RHN,-32.4275,-60.8158333333333,,Automatic,Argentina,INA,Rio Parana,AR_INA_6730
6735,Miriñay - San Roquito,Miriñay-SanR,station 6735: Miriñay - San Roquito - property of RHN,-29.2969444444444,-57.5655555555556,,Automatic,Argentina,INA,Rio Uruguay,AR_INA_6735
6738,Miraflores - Sayate,Miraflores-S,station 6738: Miraflores - Sayate - property of RHN,-22.9008333333333,-65.8494444444444,,Automatic,Argentina,INA,,AR_INA_6738
6742,Dique Sotomayor - Embalse,DiqueSotomay,station 6742: Dique Sotomayor - Embalse - property of RHN,-28.59,-65.2883333333333,,Automatic,Argentina,INA,,AR_INA_6742
6743,Durazno - Chilecito,Durazno-Chil,station 6743: Durazno - Chilecito - property of RHN,-29.1511111111111,-67.49,,Automatic,Argentina,INA,,AR_INA_6743
