,STATION_ID,STATION_NAME,STATION_SHORTNAME,TOOLTIP,LATITUDE,LONGITUDE,ALTITUDE,TYPE,COUNTRY,ORGANIZATION,SUBBASIN
1793,0-76-4-58490100,PCH PACIENCIA JUSANTE,PCHPACIENCIA,PCH PACIENCIA JUSANTE,-21.8578,-43.3339,,,Brazil,WHOS,
1794,0-76-4-2448072,UHE CANOAS I BAIRRO CANTAGALO,UHECANOASIBA,UHE CANOAS I BAIRRO CANTAGALO,-24.0936,-48.6389,,,Brazil,WHOS,Rio Parana
1795,1022,Federación,Federación,Federación,-30.992189,-57.913847,,,Argentina,INA,Rio Uruguay
1796,0-76-4-41718000,PCH PARAUNA CEMITERIO DOS PEIXES,PCHPARAUNACE,PCH PARAUNA CEMITERIO DOS PEIXES,-18.6597,-43.8244,,,Brazil,WHOS,
1797,1016,Puerto Concordia,PuertoConcor,Puerto Concordia,-31.404212,-58.002561,,,Argentina,INA,Rio Uruguay
1798,0-76-4-62727200,PCH LENCOIS MONTANTE 1,PCHLENCOISMO,PCH LENCOIS MONTANTE 1,-22.5303,-49.6533,,,Brazil,WHOS,Rio Parana
1799,1038,El Soberbio,ElSoberbio,El Soberbio,-27.298582,-54.193437,,,Argentina,INA,Rio Uruguay
1800,1068,Los Conquistadores,LosConquista,Los Conquistadores,-30.590296,-58.468999,,,Argentina,INA,Rio Parana
1801,0-76-0-5208608000000206,GOIANESIA,GOIANESIA,GOIANESIA,-15.22027777,-48.98999999,,,Brazil,INMET,
1802,0-76-4-85800000,SINIMBU-CENTRO,SINIMBU-CENT,SINIMBU-CENTRO,-29.5014,-52.5519,,,Brazil,WHOS,
1803,0-76-4-58521085,UHE SOBRAGI JUSANTE,UHESOBRAGIJU,UHE SOBRAGI JUSANTE,-21.9831,-43.3489,,,Brazil,WHOS,
1804,0-76-4-41410000,JEQUITIBA,JEQUITIBA,JEQUITIBA,-19.2311,-44.0247,,,Brazil,WHOS,
1805,0-76-4-64773890,PCH CANTU 2 JUSANTE,PCHCANTU2JUS,PCH CANTU 2 JUSANTE,-24.7436,-52.4753,,,Brazil,WHOS,Rio Parana
1806,0-76-4-60018920,AGROPECUARIA VALE VERDE,AGROPECUARIA,AGROPECUARIA VALE VERDE,-16.6853,-47.1992,,,Brazil,WHOS,Rio Parana
1807,0-76-4-72849000,JOACABA I,JOACABAI,JOACABA I,-27.1594,-51.4811,,,Brazil,WHOS,Rio Uruguay
1808,0-76-4-24051000,PCH ALTO ARAGUAIA MONTANTE 1,PCHALTOARAGU,PCH ALTO ARAGUAIA MONTANTE 1,-17.3011,-53.2172,,,Brazil,WHOS,
1809,0-76-4-72880000,UHE ITA RIO DO PEIXE,UHEITARIODOP,UHE ITA RIO DO PEIXE,-27.3394,-51.6114,,,Brazil,WHOS,Rio Uruguay
1810,0-76-0-3549607000W83713,SAO JOSE DO BARREIRO,SAOJOSEDOBAR,SAO JOSE DO BARREIRO,-22.63,-44.65,,,Brazil,INMET,
1811,0-76-4-61757000,CGH BURITIS MONTANTE,CGHBURITISMO,CGH BURITIS MONTANTE,-20.2142,-47.7064,,,Brazil,WHOS,Rio Parana
1812,0-76-4-75550000,GARRUCHOS,GARRUCHOS,GARRUCHOS,-28.1822,-55.6433,,,Brazil,WHOS,Rio Uruguay
1813,0-76-4-64831000,UHE ITAIPU NOVO BALSA SANTA MARIA,UHEITAIPUNOV,UHE ITAIPU NOVO BALSA SANTA MARIA,-24.1906,-53.7436,,,Brazil,WHOS,Rio Parana
1814,0-76-4-61828000,PCH ITAIPAVA MONTANTE 2,PCHITAIPAVAM,PCH ITAIPAVA MONTANTE 2,-21.4569,-47.2711,,,Brazil,WHOS,Rio Parana
1815,0-76-4-21292000,PCH SANTA EDWIGES III JUSANTE,PCHSANTAEDWI,PCH SANTA EDWIGES III JUSANTE,-14.3722,-46.3242,,,Brazil,WHOS,
1816,1065,Baibene,Baibene,Baibene,-29.6036,-58.165178,,,Argentina,INA,Rio Parana
1817,0-76-1-4314902000W83971,PORTO ALEGRE - AEROPORTO,PORTOALEGRE-,PORTO ALEGRE - AEROPORTO,-29.99,-51.17,,,Brazil,WHOS,
1818,0-76-4-58339001,UEL SANTA CECILIA MORSING,UELSANTACECI,UEL SANTA CECILIA MORSING,-22.5389,-43.7775,,,Brazil,WHOS,
1819,0-76-1-5208707000W83424,GOIANIA - AEROPORTO,GOIANIA-AERO,GOIANIA - AEROPORTO,-16.62,-49.22,,,Brazil,WHOS,Rio Parana
1820,1027,Paso Campamento,PasoCampamen,Paso Campamento,-30.787214,-56.786308,,,Uruguay,INA,Rio Uruguay
1821,29,Paraná,Paraná,Paraná,-31.7182378629681,-60.5225697750899,,,Argentina,INA,Rio Parana
1822,0-76-4-60920500,UHE SALTO JUSANTE,UHESALTOJUSA,UHE SALTO JUSANTE,-18.8131,-51.1694,,,Brazil,WHOS,Rio Parana
1823,67,Garruchos,Garruchos,Garruchos,-28.1833333333333,-55.65,,,Argentina,INA,Rio Uruguay
1824,0-76-4-18408500,PCH CULUENE JUSANTE 1,PCHCULUENEJU,PCH CULUENE JUSANTE 1,-14.6297,-53.9097,,,Brazil,WHOS,
1825,0-76-4-60474300,RIBEIRAO SOBRADINHO,RIBEIRAOSOBR,RIBEIRAO SOBRADINHO,-15.7272,-47.6967,,,Brazil,WHOS,Rio Parana
1826,0-76-4-60906000,UHE ENG. JOSE LUIZ MULLER MONTANTE 1,UHEENG.JOSEL,UHE ENG. JOSE LUIZ MULLER MONTANTE 1,-19.0,-50.7056,,,Brazil,WHOS,Rio Parana
1827,0-76-4-60625080,UHE CACHOEIRA DOURADA BARRAMENTO,UHECACHOEIRA,UHE CACHOEIRA DOURADA BARRAMENTO,-18.5019,-49.4914,,,Brazil,WHOS,Rio Parana
1828,0-76-4-65017006,PONTE DO UMBARAZINHO,PONTEDOUMBAR,PONTE DO UMBARAZINHO,-25.5986,-49.2608,,,Brazil,WHOS,Rio Parana
1829,0-76-4-65259000,PCH RIO TIMBO RIO CACADOR GRANDE,PCHRIOTIMBOR,PCH RIO TIMBO RIO CACADOR GRANDE,-26.5936,-50.7283,,,Brazil,WHOS,Rio Parana
1830,0-76-4-56650500,PCH SAO GONCALO MONTANTE 2,PCHSAOGONCAL,PCH SAO GONCALO MONTANTE 2,-19.8411,-43.3528,,,Brazil,WHOS,
1831,0-76-4-60051000,FAZENDA LEMES,FAZENDALEMES,FAZENDA LEMES,-18.1608,-47.6472,,,Brazil,WHOS,Rio Parana
1832,91,Guaíra Porto,GuaíraPorto,Guaíra Porto,-24.0425,-54.2342,,,BRASIL,INA,Rio Parana
1833,0-76-4-60910200,UHE SALTO RIBEIRAO BARREIRO,UHESALTORIBE,UHE SALTO RIBEIRAO BARREIRO,-18.4997,-51.5708,,,Brazil,WHOS,Rio Parana
1834,0-76-4-65894991,UHE SALTO OSORIO BARRAMENTO,UHESALTOOSOR,UHE SALTO OSORIO BARRAMENTO,-25.5331,-53.0106,,,Brazil,WHOS,Rio Parana
1835,0-76-4-62510100,UHE ITUPARARANGA JUSANTE,UHEITUPARARA,UHE ITUPARARANGA JUSANTE,-23.5903,-47.4161,,,Brazil,WHOS,Rio Parana
1836,19059,G. B. MUNHOZ,G.B.MUNHOZ,G. B. MUNHOZ,-26.0094444,-51.6647222,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
1837,19079,ITAUBA,ITAUBA,ITAUBA,-29.25,-53.233,,,Brazil,SAR - Agência Nacional de Águas (ANA),
1838,0-76-0-3123205000000205,DORES DO INDAIA,DORESDOINDAI,DORES DO INDAIA,-19.481935,-45.593932,,,Brazil,INMET,
1839,0-76-4-88150900,GASTAUD MANGUEIRA,GASTAUDMANGU,GASTAUD MANGUEIRA,-32.8336,-52.6436,,,Brazil,WHOS,
1840,0-76-4-58429000,PCH AREAL JUSANTE,PCHAREALJUSA,PCH AREAL JUSANTE,-22.2244,-43.0914,,,Brazil,WHOS,
1841,0-76-4-71350001,ENCRUZILHADA II,ENCRUZILHADA,ENCRUZILHADA II,-27.5078,-50.1128,,,Brazil,WHOS,Rio Uruguay
1842,19042,IBITINGA,IBITINGA,IBITINGA,-21.7591667,-48.9905556,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Parana
1843,0-76-0-5108402000000028,CUIABA,CUIABA,CUIABA,-15.559295,-56.062951,,,Brazil,INMET,Rio Paraguay
1844,19067,BARRA GRANDE,BARRAGRANDE,BARRA GRANDE,-27.776389,-51.189444,,,Brazil,SAR - Agência Nacional de Águas (ANA),Rio Uruguay
1845,0-76-4-60480550,PAPUDA,PAPUDA,PAPUDA,-15.8925,-47.7228,,,Brazil,WHOS,Rio Parana
1846,0-76-0-4321501000000077,TORRES,TORRES,TORRES,-29.35027777,-49.73333333,,,Brazil,INMET,
1847,0-76-4-21289000,PCH RIACHAO JUSANTE,PCHRIACHAOJU,PCH RIACHAO JUSANTE,-14.3272,-46.2311,,,Brazil,WHOS,
1848,19120,QUEIMADO,QUEIMADO,QUEIMADO,-16.2088889,-47.3216667,,,Brazil,SAR - Agência Nacional de Águas (ANA),
1849,0-76-4-60943000,UHE ESPORA BARRAMENTO,UHEESPORABAR,UHE ESPORA BARRAMENTO,-18.6792,-51.8672,,,Brazil,WHOS,Rio Parana
1850,0-76-4-86720000,ENCANTADO,ENCANTADO,ENCANTADO,-29.2344,-51.855,,,Brazil,WHOS,
1851,0-76-4-86879300,ESTRELA,ESTRELA,ESTRELA,-29.4733,-51.9622,,,Brazil,WHOS,
1852,0-76-4-21220000,FLORES DE GOIAS,FLORESDEGOIA,FLORES DE GOIAS,-14.4508,-47.0472,,,Brazil,WHOS,
1853,0-76-4-64490800,PCH SALTO MAUA JUSANTE,PCHSALTOMAUA,PCH SALTO MAUA JUSANTE,-24.045,-50.7128,,,Brazil,WHOS,Rio Parana
1854,0-76-0-4321451000000484,TEUTONIA,TEUTONIA,TEUTONIA,-29.44916666,-51.82333332,,,Brazil,INMET,
1855,0-76-4-60191000,PCH NOVA AURORA RIO DO BRACO,PCHNOVAAUROR,PCH NOVA AURORA RIO DO BRACO,-17.9092,-48.0831,,,Brazil,WHOS,Rio Parana
1856,0-76-4-86472000,LINHA JOSE JULIO,LINHAJOSEJUL,LINHA JOSE JULIO,-29.0978,-51.6997,,,Brazil,WHOS,
1857,0-76-4-60842001,PCH SALTO MORAIS PONTE BR-153,PCHSALTOMORA,PCH SALTO MORAIS PONTE BR-153,-19.0394,-49.0092,,,Brazil,WHOS,Rio Parana
1858,0-76-0-4306908000000575,ENCRUZILHADA DO SUL,ENCRUZILHADA,ENCRUZILHADA DO SUL,-30.54305555,-52.52472221,,,Brazil,INMET,
1859,0-76-4-2448073,UHE CANOAS II CAPAO LIMPO,UHECANOASIIC,UHE CANOAS II CAPAO LIMPO,-24.0714,-48.1825,,,Brazil,WHOS,Rio Parana
1860,9,Puerto Iguazú,PuertoIguazú,Puerto Iguazú,-25.5833333333333,-54.5666666666667,,,Argentina,INA,Rio Parana
1861,0-76-4-60544990,UHE CORUMBA I MONTANTE 1,UHECORUMBAIM,UHE CORUMBA I MONTANTE 1,-17.3283,-48.2392,,,Brazil,WHOS,Rio Parana
1862,0-76-0-4312500000000315,MOSTARDAS,MOSTARDAS,MOSTARDAS,-31.24833333,-50.90638888,,,Brazil,INMET,
1863,19093,FUNIL,FUNIL,FUNIL,-22.530278,-44.566944,,,Brazil,SAR - Agência Nacional de Águas (ANA),
1864,21,Empedrado,Empedrado,Empedrado,-27.95412346,-58.81852419,,,Argentina,INA,Rio Parana
1865,0-76-4-73100300,PINGUELA DOURADO ARATIBA,PINGUELADOUR,PINGUELA DOURADO ARATIBA,-27.4161,-52.2361,,,Brazil,WHOS,Rio Uruguay
1866,0-76-0-3152006000000504,POMPEU,POMPEU,POMPEU,-19.23249999,-44.96416666,,,Brazil,INMET,
1867,0-76-4-65889700,UHE SALTO OSORIO RIO DAS COBRAS,UHESALTOOSOR,UHE SALTO OSORIO RIO DAS COBRAS,-25.4103,-52.7406,,,Brazil,WHOS,Rio Parana
1868,0-76-4-62690500,UHE AMERICANA MONTANTE PAULINIA,UHEAMERICANA,UHE AMERICANA MONTANTE PAULINIA,-22.7447,-47.1492,,,Brazil,WHOS,Rio Parana
1869,0-76-4-58068000,UHE PARAIBUNA FAZENDA PALMEIRAS,UHEPARAIBUNA,UHE PARAIBUNA FAZENDA PALMEIRAS,-23.4211,-45.2889,,,Brazil,WHOS,
1870,0-76-4-60622000,CGH SANTA LUZIA BARRAMENTO,CGHSANTALUZI,CGH SANTA LUZIA BARRAMENTO,-18.525,-49.2156,,,Brazil,WHOS,Rio Parana
1871,0-76-4-61758000,UHE VOLTA GRANDE MONTANTE,UHEVOLTAGRAN,UHE VOLTA GRANDE MONTANTE,-20.1631,-47.8811,,,Brazil,WHOS,Rio Parana
1872,0-76-4-40450001,PCH GAFANHOTO PORTO PARA,PCHGAFANHOTO,PCH GAFANHOTO PORTO PARA,-19.2869,-45.11,,,Brazil,WHOS,
1873,0-76-0-3162500000000078,SAO JOAO DEL REI,SAOJOAODELRE,SAO JOAO DEL REI,-21.106502,-44.250928,,,Brazil,INMET,Rio Parana
1874,0-76-0-5006606000000012,PONTA PORA,PONTAPORA,PONTA PORA,-22.5525,-55.71638888,,,Brazil,INMET,Rio Parana
1875,0-76-4-59305071,CAPELA MAYRINK,CAPELAMAYRIN,CAPELA MAYRINK,-22.9578,-43.2778,,,Brazil,WHOS,
1876,0-76-0-3117306000000087,CONCEICAO DAS ALAGOAS,CONCEICAODAS,CONCEICAO DAS ALAGOAS,-19.98586,-48.151574,,,Brazil,INMET,Rio Parana
1877,0-76-4-42458200,PCH MATA VELHA RIBEIRAO RONCADOR,PCHMATAVELHA,PCH MATA VELHA RIBEIRAO RONCADOR,-16.2125,-47.2069,,,Brazil,WHOS,
1878,0-76-4-63250950,PCH VERDE 4 JUSANTE,PCHVERDE4JUS,PCH VERDE 4 JUSANTE,-19.9794,-53.2694,,,Brazil,WHOS,Rio Parana
1879,0-76-4-61370000,PONTE DO RODRIGUES,PONTEDORODRI,PONTE DO RODRIGUES,-22.3542,-45.8539,,,Brazil,WHOS,Rio Parana
1880,0-76-0-4320800000000301,SOLEDADE,SOLEDADE,SOLEDADE,-28.859211,-52.542387,,,Brazil,INMET,
1881,0-76-0-3514403000000529,DRACENA,DRACENA,DRACENA,-21.45777777,-51.55222222,,,Brazil,INMET,Rio Parana
1882,0-76-4-40755000,CRUCILANDIA,CRUCILANDIA,CRUCILANDIA,-20.4036,-44.3386,,,Brazil,WHOS,
1883,0-76-4-61873600,CGH JACUTINGA BARRAMENTO,CGHJACUTINGA,CGH JACUTINGA BARRAMENTO,-22.2592,-46.675,,,Brazil,WHOS,Rio Parana
1884,0-76-4-61878500,CGH SOCORRO JUSANTE,CGHSOCORROJU,CGH SOCORRO JUSANTE,-22.6056,-46.5064,,,Brazil,WHOS,Rio Parana
1885,0-76-4-60896000,PCH IRARA FAZENDA AGUA MANSA,PCHIRARAFAZE,PCH IRARA FAZENDA AGUA MANSA,-17.9772,-51.205,,,Brazil,WHOS,Rio Parana
1886,0-76-0-4302105000000152,BENTO GONCALVES,BENTOGONCALV,BENTO GONCALVES,-29.164581,-51.534202,,,Brazil,INMET,
1887,0-76-4-86743950,PCH SALTO FORQUETA ALCA,PCHSALTOFORQ,PCH SALTO FORQUETA ALCA,-29.0833,-52.2106,,,Brazil,WHOS,
1888,0-76-4-65031400,PCH LUCIA CHEROBIM MONTANTE 1,PCHLUCIACHER,PCH LUCIA CHEROBIM MONTANTE 1,-25.5711,-49.7908,,,Brazil,WHOS,Rio Parana
1889,0-76-4-41315000,PCH MADAME DENISE TAQUARACU,PCHMADAMEDEN,PCH MADAME DENISE TAQUARACU,-19.6656,-43.6925,,,Brazil,WHOS,
1890,0-76-4-59310000,UHE PEREIRA PASSOS JUSANTE,UHEPEREIRAPA,UHE PEREIRA PASSOS JUSANTE,-22.6861,-43.8222,,,Brazil,WHOS,
1891,0-76-0-5106752000000285,PONTES E LACERDA,PONTESELACER,PONTES E LACERDA,-15.23444444,-59.3461111,,,Brazil,INMET,
1892,0-76-0-4116208000000317,MORRETES,MORRETES,MORRETES,-25.50888888,-48.80861111,,,Brazil,INMET,
1893,2166,Los Sosa en RP30 km19,LosSosaenRP3,Los Sosa en RP30 km19,-27.1008333333333,-65.6361111111111,,,Argentina,INA,
1894,0-76-4-75175100,PCH SEDE II MONTANTE,PCHSEDEIIMON,PCH SEDE II MONTANTE,-28.4008,-53.8283,,,Brazil,WHOS,Rio Uruguay
1895,0-76-4-40800001,PONTE NOVA DO PARAOPEBA,PONTENOVADOP,PONTE NOVA DO PARAOPEBA,-19.9489,-44.305,,,Brazil,WHOS,
1896,0-76-4-74400080,PCH SALTO DAS FLORES BARRAMENTO,PCHSALTODASF,PCH SALTO DAS FLORES BARRAMENTO,-26.6678,-53.6508,,,Brazil,WHOS,Rio Uruguay
1897,0-76-0-3110301000000148,CALDAS,CALDAS,CALDAS,-21.918066,-46.382996,,,Brazil,INMET,Rio Parana
1898,0-76-4-26130000,FAZENDA RIO CORRENTES,FAZENDARIOCO,FAZENDA RIO CORRENTES,-15.0894,-52.0489,,,Brazil,WHOS,
1899,0-76-4-66941000,PALMEIRAS,PALMEIRAS,PALMEIRAS,-20.4481,-55.4281,,,Brazil,WHOS,Rio Paraguay
1900,0-76-4-83590000,PCH SALTO DONNER I BARRAMENTO,PCHSALTODONN,PCH SALTO DONNER I BARRAMENTO,-26.7567,-49.4567,,,Brazil,WHOS,
1901,0-76-4-58087300,UHE PARAIBUNA JUSANTE,UHEPARAIBUNA,UHE PARAIBUNA JUSANTE,-23.4144,-45.6081,,,Brazil,WHOS,
1902,0-76-4-83750000,PCH SALTO JUSANTE,PCHSALTOJUSA,PCH SALTO JUSANTE,-26.8808,-49.1014,,,Brazil,WHOS,
1903,0-76-4-83900000,BRUSQUE (PCD),BRUSQUE(PCD),BRUSQUE (PCD),-27.1006,-48.9167,,,Brazil,WHOS,
1904,0-76-4-40700050,PCH SALTO DO PARAOPEBA MONTANTE,PCHSALTODOPA,PCH SALTO DO PARAOPEBA MONTANTE,-20.5414,-43.9714,,,Brazil,WHOS,
1905,0-76-4-63001117,PCH PARAISO I MONTANTE 2,PCHPARAISOIM,PCH PARAISO I MONTANTE 2,-18.8814,-53.0739,,,Brazil,WHOS,Rio Parana
1906,0-76-2-3304557000W83117,ILHA RASA,ILHARASA,ILHA RASA,-23.063889,-43.146111,,,Brazil,WHOS,
1907,0-76-4-83674000,PCH PALMEIRAS BARRAMENTO,PCHPALMEIRAS,PCH PALMEIRAS BARRAMENTO,-26.6072,-49.3392,,,Brazil,WHOS,
1908,1019,Alvear,Alvear,Alvear,-29.112957,-56.555522,,,Argentina,INA,Rio Uruguay
1909,0-76-0-3119609000000485,CORONEL PACHECO,CORONELPACHE,CORONEL PACHECO,-21.54666666,-43.26111111,,,Brazil,INMET,
1910,0-76-0-5003256000000490,COSTA RICA,COSTARICA,COSTA RICA,-18.49277777,-53.17138888,,,Brazil,INMET,Rio Parana
1911,41,Campana,Campana,Campana,-34.1555854281116,-58.9581750062675,,,Argentina,INA,Rio Parana
1912,0-76-4-84100000,POCO FUNDO,POCOFUNDO,POCO FUNDO,-27.7044,-48.8033,,,Brazil,WHOS,
1913,0-76-4-56211500,CGH FUNIL BARRAMENTO,CGHFUNILBARR,CGH FUNIL BARRAMENTO,-20.4894,-43.4456,,,Brazil,WHOS,
1914,0-76-4-60895500,UHE BARRA DOS COQUEIROS RIO DOCE,UHEBARRADOSC,UHE BARRA DOS COQUEIROS RIO DOCE,-17.8669,-51.3808,,,Brazil,WHOS,Rio Parana
1915,0-76-4-66525100,UHE ITIQUIRA JUSANTE,UHEITIQUIRAJ,UHE ITIQUIRA JUSANTE,-17.0953,-54.9361,,,Brazil,WHOS,Rio Paraguay
1916,45,Ibicuy,Ibicuy,Ibicuy,-33.7619777376355,-59.1800594404244,,,Argentina,INA,Rio Parana
1917,0-76-4-61829600,PCH ITAIPAVA BARRAMENTO,PCHITAIPAVAB,PCH ITAIPAVA BARRAMENTO,-21.4142,-47.3353,,,Brazil,WHOS,Rio Parana
1918,2127,Río Salado en Santa Isabel,RíoSaladoenS,Río Salado en Santa Isabel,-36.2911111111111,-66.8291666666667,,,Argentina,INA,
1919,0-76-4-66390090,PCH SAO LOURENCO RIO AREIAL,PCHSAOLOUREN,PCH SAO LOURENCO RIO AREIAL,-16.045,-54.8867,,,Brazil,WHOS,Rio Paraguay
1920,0-76-4-61448100,CGH JOAO FRANCO BARRAMENTO,CGHJOAOFRANC,CGH JOAO FRANCO BARRAMENTO,-21.8344,-46.0922,,,Brazil,WHOS,Rio Parana
1921,0-76-4-64545840,PCH SALTO BANDEIRANTES MONTANTE 2,PCHSALTOBAND,PCH SALTO BANDEIRANTES MONTANTE 2,-23.1239,-51.5917,,,Brazil,WHOS,Rio Parana
1922,0-76-0-3128600000000225,GUARDA-MOR,GUARDA-MOR,GUARDA-MOR,-17.56138888,-47.19916666,,,Brazil,INMET,Rio Parana
1923,0-76-4-61806300,PCH PED. AFFONSO JUNQUEIRA (ANTAS I) BARR.,PCHPED.AFFON,PCH PED. AFFONSO JUNQUEIRA (ANTAS I) BARR.,-21.7678,-46.6075,,,Brazil,WHOS,Rio Parana
1924,17,Itatí,Itatí,Itatí,-27.26677773,-58.24407387,,,Argentina,INA,Rio Parana
1925,0-76-4-61528000,PCH BOA VISTA II MONTANTE 2,PCHBOAVISTAI,PCH BOA VISTA II MONTANTE 2,-21.6667,-45.3089,,,Brazil,WHOS,Rio Parana
1926,73,Bompland,Bompland,Bompland,-29.872652,-57.332887,,,Argentina,INA,Rio Uruguay
1927,0-76-4-86498000,PCH AUTODROMO JUSANTE,PCHAUTODROMO,PCH AUTODROMO JUSANTE,-28.835,-51.8372,,,Brazil,WHOS,
1928,0-76-0-3109303000000214,BURITIS,BURITIS,BURITIS,-15.52416666,-46.43555555,,,Brazil,INMET,
1929,0-76-0-4311304000000175,LAGOA VERMELHA,LAGOAVERMELH,LAGOA VERMELHA,-28.222381,-51.512845,,,Brazil,INMET,Rio Uruguay
1930,0-76-4-60011005,UHE EMBORCACAO PATOS DE MINAS,UHEEMBORCACA,UHE EMBORCACAO PATOS DE MINAS,-18.6025,-46.5406,,,Brazil,WHOS,Rio Parana
1931,0-76-4-73331800,PCH ALTO IRANI RIO XANXERE,PCHALTOIRANI,PCH ALTO IRANI RIO XANXERE,-26.94,-52.4411,,,Brazil,WHOS,Rio Uruguay
1932,0-76-4-60842600,PCH SALTO MORAIS MONTANTE,PCHSALTOMORA,PCH SALTO MORAIS MONTANTE,-18.9411,-49.355,,,Brazil,WHOS,Rio Parana
1933,879,Esteban Echeverría,EstebanEchev,Esteban Echeverría,-34.8222222222222,-58.4716666666667,,,Argentina,INA,Rio de la Plata
1934,0-76-4-66025500,PCH MARACANA JUSANTE,PCHMARACANAJ,PCH MARACANA JUSANTE,-14.355,-57.6164,,,Brazil,WHOS,Rio Paraguay
1935,0-76-0-4112801000000144,JOAQUIM TAVORA,JOAQUIMTAVOR,JOAQUIM TAVORA,-23.505266,-49.946387,,,Brazil,INMET,Rio Parana
1936,0-76-4-60229470,CGH CACHOEIRA DOS MACACOS BARRAMENTO,CGHCACHOEIRA,CGH CACHOEIRA DOS MACACOS BARRAMENTO,-19.6089,-47.4556,,,Brazil,WHOS,Rio Parana
1937,0-76-0-4215000000000320,RIO NEGRINHO,RIONEGRINHO,RIO NEGRINHO,-26.2486111,-49.57416666,,,Brazil,INMET,Rio Parana
1938,0-76-4-64482000,UHE CAPIVARA TELEMACO BORBA,UHECAPIVARAT,UHE CAPIVARA TELEMACO BORBA,-24.3603,-50.5939,,,Brazil,WHOS,Rio Parana
1939,0-76-4-64320010,UHE SALTO GRANDE SANTA CRUZ DO RIO PARDO,UHESALTOGRAN,UHE SALTO GRANDE SANTA CRUZ DO RIO PARDO,-22.9072,-49.6253,,,Brazil,WHOS,Rio Parana
1940,1698,Arroyo Carapachay,ArroyoCarapa,Arroyo Carapachay,-34.356202,-58.633833,,,Argentina,INA,Rio Parana
1941,0-76-4-64767000,PORTO CARRIEL,PORTOCARRIEL,PORTO CARRIEL,-24.9467,-52.5964,,,Brazil,WHOS,Rio Parana
1942,0-76-4-65764001,UHE GOV. BENTO M. MADEIREIRA GAVAZONI,UHEGOV.BENTO,UHE GOV. BENTO M. MADEIREIRA GAVAZONI,-25.8075,-51.2886,,,Brazil,WHOS,Rio Parana
1943,0-76-4-45154000,PONTE DO FORTUNATO,PONTEDOFORTU,PONTE DO FORTUNATO,-14.2347,-44.6217,,,Brazil,WHOS,
1944,0-76-4-25100000,BALNEARIO CACHOEIRA GRANDE,BALNEARIOCAC,BALNEARIO CACHOEIRA GRANDE,-15.9222,-50.1717,,,Brazil,WHOS,
1945,0-76-0-3554102000000162,TAUBATE,TAUBATE,TAUBATE,-23.04166666,-45.52083332,,,Brazil,INMET,
1946,2203,Río Gualeguay Rosario del Tala,RíoGualeguay,Río Gualeguay Rosario del Tala,-32.3086111111111,-59.0769444444445,,,Argentina,INA,Rio Parana
1947,0-76-0-3305554000000002,SEROPEDICA-ECOLOGIA AGRICOLA,SEROPEDICA-E,SEROPEDICA-ECOLOGIA AGRICOLA,-22.75777777,-43.68472221,,,Brazil,INMET,
1948,0-76-0-3136306000000221,JOAO PINHEIRO,JOAOPINHEIRO,JOAO PINHEIRO,-17.78444444,-46.11944443,,,Brazil,INMET,
1949,0-76-4-60160080,UHE EMBORCACAO BARRAMENTO,UHEEMBORCACA,UHE EMBORCACAO BARRAMENTO,-18.4519,-47.9844,,,Brazil,WHOS,Rio Parana
1950,0-76-0-3110509000000071,MONTE VERDE,MONTEVERDE,MONTE VERDE,-22.86166666,-46.04333333,,,Brazil,INMET,Rio Parana
1951,2672,Rio Juramento - Finca Agropecu,RioJuramento,Rio Juramento - Finca Agropecu,-25.1613888888889,-64.1061111111111,,,Argentina,INA,Rio Parana
1952,0-76-4-63001560,PCH PORTO DAS PEDRAS JUSANTE,PCHPORTODASP,PCH PORTO DAS PEDRAS JUSANTE,-19.4764,-52.5397,,,Brazil,WHOS,Rio Parana
1953,0-76-4-2949029,BARRAGEM DO RIO LEAO,BARRAGEMDORI,BARRAGEM DO RIO LEAO,-29.0922,-49.8808,,,Brazil,WHOS,
1954,0-76-4-86505500,PCH LINHA EMILIA JUSANTE,PCHLINHAEMIL,PCH LINHA EMILIA JUSANTE,-28.9414,-51.7694,,,Brazil,WHOS,
1955,0-76-4-66450010,RONDONOPOLIS,RONDONOPOLIS,RONDONOPOLIS,-16.4789,-54.6506,,,Brazil,WHOS,Rio Paraguay
1956,2847,PN Río Pilcomayo - Piquete del,PNRíoPilcoma,PN Río Pilcomayo - Piquete del,-25.1233333333333,-58.1752777777778,,,Argentina,INA,Rio Paraguay
1957,0-76-0-3303807000000141,PARATY,PARATY,PARATY,-23.2236111,-44.72694443,,,Brazil,INMET,
1958,0-76-0-5103502000W83309,DIAMANTINO,DIAMANTINO,DIAMANTINO,-14.40611111,-56.44694444,,,Brazil,INMET,Rio Paraguay
1959,24,Reconquista,Reconquista,Reconquista,-29.23756092,-59.58115833,,,Argentina,INA,Rio Parana
1960,0-76-4-20000950,RIBEIRAO PALMEIRAS,RIBEIRAOPALM,RIBEIRAO PALMEIRAS,-15.5281,-47.7419,,,Brazil,WHOS,
1961,0-76-4-83600000,PCH SALTO DONNER II BARRAMENTO,PCHSALTODONN,PCH SALTO DONNER II BARRAMENTO,-26.7572,-49.4547,,,Brazil,WHOS,
